Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Mozambique,MOZ,"Population ages 65 and above, total",SP.POP.65UP.TO,784202,807477,830344,852659,..
Myanmar,MMR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.8173899881334,27.3298314017134,26.8466928773674,26.3710482845116,..
Myanmar,MMR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.0140954397629,67.3171848288406,67.5922492460688,67.8443097829163,..
Myanmar,MMR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.16851457210366,5.35298376944599,5.56105787656383,5.78464193257209,..
Myanmar,MMR,"Population ages 0-14, total",SP.POP.0014.TO,14654403,14497171,14331458,14163467,..
Myanmar,MMR,"Population ages 15-64, total",SP.POP.1564.TO,35303512,35708553,36082487,36438090,..
Myanmar,MMR,"Population ages 65 and above, total",SP.POP.65UP.TO,2722811,2839502,2968636,3106838,..
Namibia,NAM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.9052021163729,36.8719158760396,36.8825367836037,36.9102491891316,..
Namibia,NAM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.3534764292601,59.4236155050542,59.4485716295414,59.4537191301233,..
Namibia,NAM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.74132145436701,3.70446861890618,3.66889158685492,3.63603168074514,..
Namibia,NAM,"Population ages 0-14, total",SP.POP.0014.TO,854320,869455,886141,903657,..
Namibia,NAM,"Population ages 15-64, total",SP.POP.1564.TO,1373976,1401233,1428313,1455579,..
Namibia,NAM,"Population ages 65 and above, total",SP.POP.65UP.TO,86608,87353,88149,89019,..
Nauru,NRU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
Nauru,NRU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
Nauru,NRU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Nauru,NRU,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
Nauru,NRU,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..
Nauru,NRU,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..
Nepal,NPL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,33.3534135126478,32.3226535704436,31.336510561534,30.4142653217498,..
Nepal,NPL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,61.1060301948201,62.0769438683676,62.9988020344461,63.8580639025582,..
Nepal,NPL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.54055629253211,5.60040256118883,5.6646874040199,5.72767077569198,..
Nepal,NPL,"Population ages 0-14, total",SP.POP.0014.TO,9010435,8811521,8657377,8542720,..
Nepal,NPL,"Population ages 15-64, total",SP.POP.1564.TO,16507813,16922877,17404757,17936371,..
Nepal,NPL,"Population ages 65 and above, total",SP.POP.65UP.TO,1496783,1526733,1564990,1608781,..
Netherlands,NLD,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.7556109900883,16.5764095141154,16.3531299843661,16.1081587098378,..
Netherlands,NLD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.3242002139623,65.0519291962127,64.85473799459,64.6956486568235,..
Netherlands,NLD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,17.9201887959494,18.371661289672,18.7921320210439,19.1961926333387,..
Netherlands,NLD,"Population ages 0-14, total",SP.POP.0014.TO,2838388,2823015,2801503,2775600,..
Netherlands,NLD,"Population ages 15-64, total",SP.POP.1564.TO,11065869,11078548,11110457,11147718,..
Netherlands,NLD,"Population ages 65 and above, total",SP.POP.65UP.TO,3035666,3128752,3219336,3307699,..
New Caledonia,NCL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.7629350893697,23.381876137437,23.0460039689699,22.7409256659988,..
New Caledonia,NCL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.7996052607308,67.9285607477999,68.0223705574599,68.0849164086245,..
New Caledonia,NCL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,8.43745964989947,8.68956311476307,8.93162547357027,9.17415792537671,..
New Caledonia,NCL,"Population ages 0-14, total",SP.POP.0014.TO,64730,64663,64609,64598,..
New Caledonia,NCL,"Population ages 15-64, total",SP.POP.1564.TO,184686,187856,190701,193402,..
New Caledonia,NCL,"Population ages 65 and above, total",SP.POP.65UP.TO,22984,24031,25040,26060,..
New Zealand,NZL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,19.9708442806334,19.8098627143981,19.7161696406279,19.6534314569849,..
New Zealand,NZL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.38199323355,65.1902821582374,64.9543793175464,64.694144015841,..
New Zealand,NZL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,14.6471624858165,14.9998551273645,15.3294510418257,15.6524245271741,..
New Zealand,NZL,"Population ages 0-14, total",SP.POP.0014.TO,917800,929716,945173,960168,..
New Zealand,NZL,"Population ages 15-64, total",SP.POP.1564.TO,3004760,3059510,3113848,3160632,..
New Zealand,NZL,"Population ages 65 and above, total",SP.POP.65UP.TO,673140,703973,734879,764699,..
Nicaragua,NIC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,31.2764090730873,30.9043311409597,30.5483953724178,30.2016811999565,..
Nicaragua,NIC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.9733000816295,64.2118289193452,64.3993136247922,64.5508213516632,..
Nicaragua,NIC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.75029084528316,4.88383993969518,5.05229100279004,5.24749744838026,..
Nicaragua,NIC,"Population ages 0-14, total",SP.POP.0014.TO,1946406,1948201,1950471,1952694,..
Nicaragua,NIC,"Population ages 15-64, total",SP.POP.1564.TO,3981212,4047897,4111803,4173542,..
Nicaragua,NIC,"Population ages 65 and above, total",SP.POP.65UP.TO,295622,307876,322581,339278,..
Niger,NER,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,50.1652837566556,50.157344354397,50.0928832755573,49.9843246094453,..
Niger,NER,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,47.2592553929141,47.2583696277197,47.3163561314673,47.4206675078562,..
Niger,NER,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.57546085043029,2.58428601788329,2.59076059297535,2.59500788269853,..
Niger,NER,"Population ages 0-14, total",SP.POP.0014.TO,10033891,10427129,10821301,11217956,..
Niger,NER,"Population ages 15-64, total",SP.POP.1564.TO,9452637,9824466,10221503,10642596,..
Niger,NER,"Population ages 65 and above, total",SP.POP.65UP.TO,515135,537243,559668,582396,..
Nigeria,NGA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,44.1305041462216,44.1060436139142,44.0131179412448,43.8666399781742,..
Nigeria,NGA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.1339477632477,53.1479516634956,53.2377460928992,53.3859830164984,..
Nigeria,NGA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.73554809053068,2.74600472259014,2.74913596585596,2.74737700532743,..
Nigeria,NGA,"Population ages 0-14, total",SP.POP.0014.TO,79936869,82019726,84009295,85923667,..
Nigeria,NGA,"Population ages 15-64, total",SP.POP.1564.TO,96245477,98834085,101616649,104569655,..
Nigeria,NGA,"Population ages 65 and above, total",SP.POP.65UP.TO,4955102,5106478,5247367,5381418,..
North Macedonia,MKD,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.8395270010311,16.7781893294847,16.6612231723788,16.5169996308133,..
North Macedonia,MKD,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,70.6402741654996,70.3628944083916,70.0889434946081,69.8128189876219,..
North Macedonia,MKD,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,12.5201988334693,12.8589162621237,13.2498333330131,13.6701813815648,..
North Macedonia,MKD,"Population ages 0-14, total",SP.POP.0014.TO,350149,349111,346886,344042,..
North Macedonia,MKD,"Population ages 15-64, total",SP.POP.1564.TO,1468843,1464072,1459249,1454172,..
North Macedonia,MKD,"Population ages 65 and above, total",SP.POP.65UP.TO,260336,267561,275861,284744,..
Northern Mariana Islands,MNP,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Northern Mariana Islands,MNP,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
Northern Mariana Islands,MNP,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..
Northern Mariana Islands,MNP,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..
Norway,NOR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,17.9623165038282,17.8018106822214,17.6700981019673,17.5490383783174,..
Norway,NOR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.7346500928106,65.6039698728744,65.4949298815821,65.4017394653615,..
Norway,NOR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.3030334033612,16.5942194449041,16.8349720164506,17.0492221563211,..
Norway,NOR,"Population ages 0-14, total",SP.POP.0014.TO,931994,931839,932445,932615,..
Norway,NOR,"Population ages 15-64, total",SP.POP.1564.TO,3410713,3434052,3456146,3475668,..
Norway,NOR,"Population ages 65 and above, total",SP.POP.65UP.TO,845900,868628,888376,906053,..
Oman,OMN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,21.8337477983984,21.8901554043238,22.0405029824721,22.2465059852286,..
Oman,OMN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,75.8867802672761,75.8033934040733,75.6147758816681,75.3607070585134,..
Oman,OMN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.27947193432549,2.30645119160282,2.34472113585979,2.39278695625796,..
Oman,OMN,"Population ages 0-14, total",SP.POP.0014.TO,931722,980508,1028396,1074391,..
Oman,OMN,"Population ages 15-64, total",SP.POP.1564.TO,3238353,3395400,3528136,3639533,..
Oman,OMN,"Population ages 65 and above, total",SP.POP.65UP.TO,97273,103311,109403,115559,..
Pakistan,PAK,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,35.9366650138644,35.6982306157932,35.478621035315,35.2698145995487,..
Pakistan,PAK,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.7533566223272,59.9862738229707,60.2075429118137,60.4174110891137,..
Pakistan,PAK,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.30997836380842,4.31549556123609,4.31383605287132,4.31277431133756,..
Pakistan,PAK,"Population ages 0-14, total",SP.POP.0014.TO,71667400,72691337,73758877,74847848,..
Pakistan,PAK,"Population ages 15-64, total",SP.POP.1564.TO,119164305,122148420,125169486,128214827,..
Pakistan,PAK,"Population ages 65 and above, total",SP.POP.65UP.TO,8595259,8787526,8968322,9152355,..
Palau,PLW,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
Palau,PLW,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
Palau,PLW,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Palau,PLW,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
Palau,PLW,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..
Palau,PLW,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..
Panama,PAN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,27.8416434273314,27.6017456189848,27.3394729530685,27.0623043241241,..
Panama,PAN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.6010683668612,64.6703135287453,64.7506105164425,64.8329645962083,..
Panama,PAN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.5572882058074,7.72794085226988,7.90991653048905,8.10473107966757,..
Panama,PAN,"Population ages 0-14, total",SP.POP.0014.TO,1104892,1114304,1122770,1130358,..
Panama,PAN,"Population ages 15-64, total",SP.POP.1564.TO,2563685,2610791,2659159,2707991,..
Panama,PAN,"Population ages 65 and above, total",SP.POP.65UP.TO,299910,311983,324842,338524,..
Papua New Guinea,PNG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,36.7967784009793,36.4636337457485,36.1384213103618,35.8159344007888,..
Papua New Guinea,PNG,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,59.9536740967775,60.2229126031431,60.4823563208311,60.738796347755,..
Papua New Guinea,PNG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.24954750224322,3.31345365110843,3.37922236880715,3.44526925145617,..
Papua New Guinea,PNG,"Population ages 0-14, total",SP.POP.0014.TO,2983400,3016184,3049370,3082432,..
Papua New Guinea,PNG,"Population ages 15-64, total",SP.POP.1564.TO,4860909,4981495,5103519,5227373,..
Papua New Guinea,PNG,"Population ages 65 and above, total",SP.POP.65UP.TO,263466,274081,285140,296511,..
Paraguay,PRY,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,30.4348827119463,30.0252498129206,29.7043524151016,29.4405055961229,..
Paraguay,PRY,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.6841195644146,63.9178934037114,64.0546370565225,64.1292793944163,..
Paraguay,PRY,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.88099772363908,6.056856783368,6.24101052837597,6.43021500946081,..
Paraguay,PRY,"Population ages 0-14, total",SP.POP.0014.TO,2035712,2035073,2039816,2047902,..
Paraguay,PRY,"Population ages 15-64, total",SP.POP.1564.TO,4259669,4332273,4398672,4460878,..
Paraguay,PRY,"Population ages 65 and above, total",SP.POP.65UP.TO,393365,410526,428574,447290,..
Peru,PER,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,28.0816996400546,27.1000301622918,26.3624966281645,25.7906028460802,..
Peru,PER,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,64.5926973731581,65.3422333650822,65.8267009172855,66.121004362089,..
Peru,PER,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.32560298678726,7.55773647262604,7.81080245454995,8.08839279183076,..
Peru,PER,"Population ages 0-14, total",SP.POP.0014.TO,8556700,8380964,8289502,8250222,..
Peru,PER,"Population ages 15-64, total",SP.POP.1564.TO,19681869,20207760,20698743,21151617,..
Peru,PER,"Population ages 65 and above, total",SP.POP.65UP.TO,2232165,2337308,2456052,2587417,..
Philippines,PHL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,32.2819568147558,31.9216340637123,31.4680085202537,30.9630402017999,..
Philippines,PHL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,63.1159012018934,63.3154079529544,63.5948947887491,63.9143910299006,..
Philippines,PHL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.60214198335079,4.76295798333335,4.93709669099723,5.12256876829946,..
Philippines,PHL,"Population ages 0-14, total",SP.POP.0014.TO,32964143,33091219,33095932,33022677,..
Philippines,PHL,"Population ages 15-64, total",SP.POP.1564.TO,64449674,65635238,66884827,68165926,..
Philippines,PHL,"Population ages 65 and above, total",SP.POP.65UP.TO,4699395,4937469,5192506,5463318,..
Poland,POL,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,14.8442952963315,14.7851706352486,14.8792802078772,15.052276813695,..
Poland,POL,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.4242208415248,68.8771314599247,68.1894244434854,67.4299064237598,..
Poland,POL,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,15.7314838621437,16.3376979048267,16.9312953486375,17.5178167625452,..
Poland,POL,"Population ages 0-14, total",SP.POP.0014.TO,5638815,5613942,5650381,5716636,..
Poland,POL,"Population ages 15-64, total",SP.POP.1564.TO,26371771,26152707,25894815,25608899,..
Poland,POL,"Population ages 65 and above, total",SP.POP.65UP.TO,5975826,6203438,6429630,6653012,..
Portugal,PRT,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,14.0867530429863,13.8768459328705,13.6670779014333,13.4579078221324,..
Portugal,PRT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.1513051593257,64.961544860907,64.7752200096282,64.5882346402803,..
Portugal,PRT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,20.761941797688,21.1616092062225,21.5577020889385,21.9538575375873,..
Portugal,PRT,"Population ages 0-14, total",SP.POP.0014.TO,1459117,1432847,1407750,1383710,..
Portugal,PRT,"Population ages 15-64, total",SP.POP.1564.TO,6748422,6707573,6672042,6640809,..
Portugal,PRT,"Population ages 65 and above, total",SP.POP.65UP.TO,2150538,2185032,2220508,2257243,..
Puerto Rico,PRI,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,18.5922712817143,18.0065943270512,17.4280036426084,16.8360861114438,..
Puerto Rico,PRI,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,65.3705229426548,65.1181115553017,64.8266710750531,64.4890636781993,..
Puerto Rico,PRI,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.0372057756309,16.8752941176471,17.7453252823385,18.6748502103569,..
Puerto Rico,PRI,"Population ages 0-14, total",SP.POP.0014.TO,645740,613394,579481,537939,..
Puerto Rico,PRI,"Population ages 15-64, total",SP.POP.1564.TO,2270427,2218245,2155487,2060524,..
Puerto Rico,PRI,"Population ages 65 and above, total",SP.POP.65UP.TO,556999,574856,590032,596690,..
Qatar,QAT,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,13.4338643104638,13.4988890035843,13.5107430906865,13.5407641851225,..
Qatar,QAT,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,85.5676206586091,85.3922619796607,85.2571339230925,85.08916547614,..
Qatar,QAT,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,0.998515030927112,1.10884901675499,1.23212298622101,1.3700703387375,..
Qatar,QAT,"Population ages 0-14, total",SP.POP.0014.TO,344674,358311,368130,376660,..
Qatar,QAT,"Population ages 15-64, total",SP.POP.1564.TO,2195417,2266630,2323022,2366906,..
Qatar,QAT,"Population ages 65 and above, total",SP.POP.65UP.TO,25619,29433,33572,38111,..
Romania,ROU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,15.5261421794288,15.4239899051767,15.4494850378567,15.5345549605626,..
Romania,ROU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,67.5084309171689,67.1542968794398,66.6687883755184,66.1267436456077,..
Romania,ROU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.9654269034024,17.4217132153836,17.8817265866248,18.3387013938296,..
Romania,ROU,"Population ages 0-14, total",SP.POP.0014.TO,3076580,3038886,3026166,3025189,..
Romania,ROU,"Population ages 15-64, total",SP.POP.1564.TO,13377120,13230963,13058743,12877480,..
Romania,ROU,"Population ages 65 and above, total",SP.POP.65UP.TO,3361781,3432484,3502582,3571267,..
Russian Federation,RUS,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.8768178640644,17.2909033046569,17.6339713736985,17.9140805801319,..
Russian Federation,RUS,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.5693060285516,68.8251195317792,68.1027136368961,67.4112110994962,..
Russian Federation,RUS,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,13.5538761073839,13.8839771635639,14.2633149894054,14.6747083203719,..
Russian Federation,RUS,"Population ages 0-14, total",SP.POP.0014.TO,24318966,24958104,25480514,25881914,..
Russian Federation,RUS,"Population ages 15-64, total",SP.POP.1564.TO,100247192,99343827,98406201,97394403,..
Russian Federation,RUS,"Population ages 65 and above, total",SP.POP.65UP.TO,19530711,20040465,20610025,21201732,..
Rwanda,RWA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,40.5914608150481,40.3238388914327,40.1361293138338,39.9755730179801,..
Rwanda,RWA,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.7196299504155,56.9103561137722,57.0141076329353,57.0862309044811,..
Rwanda,RWA,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.6889092345364,2.76580499479511,2.84976305323087,2.9381960775388,..
Rwanda,RWA,"Population ages 0-14, total",SP.POP.0014.TO,4614872,4705315,4808684,4917771,..
Rwanda,RWA,"Population ages 15-64, total",SP.POP.1564.TO,6448495,6640766,6830824,7022713,..
Rwanda,RWA,"Population ages 65 and above, total",SP.POP.65UP.TO,305704,322737,341428,361455,..
Samoa,WSM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,38.8247817976053,38.6537126995142,38.5411974282321,38.3206970922199,..
Samoa,WSM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,56.6685442321704,56.7543115634719,56.770342765879,56.8788909340281,..
Samoa,WSM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,4.50667397022422,4.59197573701391,4.68845980588886,4.80041197375197,..
Samoa,WSM,"Population ages 0-14, total",SP.POP.0014.TO,75131,75195,75291,75158,..
Samoa,WSM,"Population ages 15-64, total",SP.POP.1564.TO,109661,110407,110902,111557,..
Samoa,WSM,"Population ages 65 and above, total",SP.POP.65UP.TO,8721,8933,9159,9415,..
San Marino,SMR,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
San Marino,SMR,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
San Marino,SMR,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
San Marino,SMR,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
San Marino,SMR,"Population ages 15-64, total",SP.POP.1564.TO,..,..,..,..,..
San Marino,SMR,"Population ages 65 and above, total",SP.POP.65UP.TO,..,..,..,..,..
Sao Tome and Principe,STP,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.3405872678407,43.1310800238157,42.8550043701018,42.5199499592471,..
Sao Tome and Principe,STP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.7802358698704,53.9756036353437,54.2375500388722,54.5543719316868,..
Sao Tome and Principe,STP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.8791768622889,2.89331634084054,2.90744559102608,2.9256781090661,..
Sao Tome and Principe,STP,"Population ages 0-14, total",SP.POP.0014.TO,86435,87654,88748,89729,..
Sao Tome and Principe,STP,"Population ages 15-64, total",SP.POP.1564.TO,107255,109693,112320,115125,..
Sao Tome and Principe,STP,"Population ages 65 and above, total",SP.POP.65UP.TO,5742,5880,6021,6174,..
Saudi Arabia,SAU,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,25.8228450409042,25.5246860791333,25.2590610141107,25.0428481279098,..
Saudi Arabia,SAU,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,71.1564409828756,71.3689917104061,71.5334036893369,71.6430638491404,..
Saudi Arabia,SAU,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.02071397622026,3.10632221046056,3.20753529655243,3.31408802294981,..
Saudi Arabia,SAU,"Population ages 0-14, total",SP.POP.0014.TO,8190404,8280865,8360534,8439427,..
Saudi Arabia,SAU,"Population ages 15-64, total",SP.POP.1564.TO,22569163,23153937,23676946,24143675,..
Saudi Arabia,SAU,"Population ages 65 and above, total",SP.POP.65UP.TO,958100,1007771,1061667,1116846,..
Senegal,SEN,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,43.4737375191713,43.3775219813307,43.2363351125906,43.0554303706314,..
Senegal,SEN,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,53.4647935011513,53.5572536373883,53.6891458819127,53.8577459283503,..
Senegal,SEN,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,3.06146897967748,3.06522438128101,3.07451900549666,3.08682370101833,..
Senegal,SEN,"Population ages 0-14, total",SP.POP.0014.TO,6337801,6503821,6666775,6826163,..
Senegal,SEN,"Population ages 15-64, total",SP.POP.1564.TO,7794343,8030122,8278534,8538801,..
Senegal,SEN,"Population ages 65 and above, total",SP.POP.65UP.TO,446315,459585,474072,489396,..
Serbia,SRB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,16.1642114024043,15.9772296315221,15.8258875685363,15.6896807521828,..
Serbia,SRB,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,66.8791048823238,66.5996119477798,66.2793608065934,65.964526556121,..
Serbia,SRB,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,16.9566837152719,17.4231584206982,17.8947516248703,18.3457926916963,..
Serbia,SRB,"Population ages 0-14, total",SP.POP.0014.TO,1146913,1127724,1111113,1095467,..
Serbia,SRB,"Population ages 15-64, total",SP.POP.1564.TO,4745329,4700815,4653380,4605699,..
Serbia,SRB,"Population ages 65 and above, total",SP.POP.65UP.TO,1203142,1229783,1256365,1280919,..
Seychelles,SYC,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,23.2053738760555,23.3204471842023,23.4790184405401,23.6353711790393,..
Seychelles,SYC,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,69.5540019794058,69.3668373210741,69.0918708125039,68.7700832166104,..
Seychelles,SYC,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,7.24062414453874,7.31271549472364,7.42911074695596,7.59454560435034,..
Seychelles,SYC,"Population ages 0-14, total",SP.POP.0014.TO,21678,22079,22503,22870,..
Seychelles,SYC,"Population ages 15-64, total",SP.POP.1564.TO,64977,65674,66220,66543,..
Seychelles,SYC,"Population ages 65 and above, total",SP.POP.65UP.TO,6764,6923,7120,7349,..
Sierra Leone,SLE,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,41.9139298100897,41.6367733257432,41.3565579829024,41.0596393534767,..
Sierra Leone,SLE,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,55.0982764154729,55.37333769601,55.661599244594,55.9738044352072,..
Sierra Leone,SLE,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,2.98779377443734,2.98988897824674,2.98184277250364,2.96655621131612,..
Sierra Leone,SLE,"Population ages 0-14, total",SP.POP.0014.TO,3006031,3051492,3096957,3141126,..
Sierra Leone,SLE,"Population ages 15-64, total",SP.POP.1564.TO,3951601,4058222,4168180,4282082,..
Sierra Leone,SLE,"Population ages 65 and above, total",SP.POP.65UP.TO,214282,219124,223293,226946,..
Singapore,SGP,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,12.6321137193696,12.2892461733462,12.2124560773127,12.2782826362627,..
Singapore,SGP,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,78.3206357767099,77.9422580237773,77.2076444440396,76.2583371703582,..
Singapore,SGP,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,9.04725050392049,9.76849580287652,10.5798994786478,11.4633801933791,..
Singapore,SGP,"Population ages 0-14, total",SP.POP.0014.TO,699188,689093,685394,692333,..
Singapore,SGP,"Population ages 15-64, total",SP.POP.1564.TO,4335049,4370443,4333088,4299961,..
Singapore,SGP,"Population ages 65 and above, total",SP.POP.65UP.TO,500765,547747,593771,646383,..
Sint Maarten (Dutch part),SXM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Population ages 15-64 (% of total population),SP.POP.1564.TO.ZS,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Population ages 0-14, total",SP.POP.0014.TO,..,..,..,..,..
